user_id,tweet,party,is_retweet,is_democrat,hashtags,clean_tweet,sentiment
3018670151,"In 2022, @HouseDemocrats delivered for Americans by capping insulin at $35/month for Medicare enrollees. 

As of yesterday, 3 major insulin manufacturers have followed our initiative and implemented the same price cap for privately-insured Americans. https://t.co/DllwaxhW1Y",D,0,1,,2022 delivered american capping insulin 35month medicare enrollee yesterday 3 major insulin manufacturer followed initiative implemented price cap privately-insured,0.03125
3018670151,"Wishing everyone in the Inland Empire a Happy New Year!

May 2024 bring you happiness, love and prosperity. https://t.co/jgu7MUFGjO",D,0,1,,wishing everyone inland empire happy new year may 2024 bring happiness love,0.5340909090909091
3018670151,"Every year, millions of Californians rely on Medicare for high-quality health care &amp; affordable prescription medication.

Repealing the Affordable Care Act would be catastrophic for our state. https://t.co/5CUqv5NIji",D,0,1,,every year million californian rely medicare high-quality health care affordable prescription medication repealing affordable care act would catastrophic,0.0
3018670151,"Merry Christmas to everyone celebrating in the Inland Empire!

May your day be filled with joy, laughter and love. https://t.co/2luIW4mo3p",D,0,1,,merry christmas everyone celebrating inland empire may day filled joy laughter,0.6000000000000001
3018670151,"Congratulations to Michael Do from Los Osos HS for winning first place in this year's Congressional App Challenge!

Michael's app, Reaping Rewards, teaches financial literacy through a creative and fun farming game. Great work, Michael! https://t.co/mA0FXc6NdK",D,0,1,,congratulation michael los osos h winning first place year congressional app challenge michael app reaping reward teach financial literacy creative fun farming game great work,0.2785714285714286
3018670151,"GOOD NEWS 🔔

The Inland Empire is receiving over $800,000 from @Interior for wildfire prevention to help protect our environment and keep residents safe.

Thankful for @SecDebHaaland's partnership in ensuring our region is prepared for future disasters. https://t.co/mCxaxUiqTi",D,0,1,,good news 🔔 inland empire receiving 800000 wildfire prevention help protect environment keep resident safe thankful partnership ensuring region prepared future,0.39999999999999997
3018670151,"This year, more than 40,000 Americans died from gun violence, including over 1,500 kids and teens. 

When we had the majority, House Democrats passed the most comprehensive gun safety legislation in decades. What have House Republicans done with theirs? Nothing. https://t.co/0zo2LTSjWH",D,0,1,,year 40000 american died gun violence including 1500 kid teen majority house democrat passed comprehensive gun safety legislation decade house republican done,0.0
1612483604071727104,"Amazing visit today right here in #MO04, The Food Bank, established in 1981, has an incredible impact.

It operates in a 32-county service area, distributing over 30 million pounds of food yearly to children, veterans, seniors, unhoused neighbors, and anyone in need through a… https://t.co/e2iwtAvFHr https://t.co/FASvVJgqDv",R,0,0,['MO04'],amazing visit today right food bank established 1981 incredible impact operates 32-county service area distributing 30 million pound food yearly child veteran senior unhoused neighbor anyone need,0.44642857142857145
1612483604071727104,"Destroy morale and undermine CBP at every turn and this is what you get.

Thanks, Joe. https://t.co/41dWTyYcZS",R,0,0,,destroy morale undermine cbp every turn get thanks,0.0
1612483604071727104,"Hey folks, check out our Columbia office and the incredible team that keeps it running.  

If you need any assistance, please feel free to contact us at our Columbia District office:  

• 2401 Bernadette Drive, Suite 117, Columbia, MO 65203 
• Phone: (573) 540-6600 https://t.co/bETpv6YbwV",R,0,0,,hey folk check columbia office incredible team keep running need assistance please feel free contact u columbia district office • 2401 bernadette drive suite 117 columbia mo 65203 • phone 573,0.65
1612483604071727104,"Biden’s weakness on the world stage is responsible for this.

We must let the world know who our partners are and stand firm with them https://t.co/v3KUtAWhVY",R,0,0,,bidens weakness world stage responsible must let world know partner stand,0.2
1612483604071727104,"Do you guys remember when President Biden and VP Harris told the world that our southern border is secure?

It only took OVER 8 MILLION illegal aliens for them to SLIGHTLY change their tune. https://t.co/IE9pRfl6or",R,0,0,,guy remember president biden vp harris told world southern border secure took 8 million illegal alien slightly change,-0.10333333333333332
1612483604071727104,"President Reagan once said: “We know only too well that war comes not when the forces of freedom are strong, but when they are weak. It is then that tyrants are tempted.”

How do we deter conflict?

Peace-Through-Strength. https://t.co/tYz9bRMDSz",R,0,0,,president reagan said “ we know well war come force freedom strong weak tyrant tempted ” deter conflict,0.029166666666666646
1612483604071727104,"It's more important than ever to support our young men and women going into the Armed Forces.

Moments like these are why I decided to run for Congress.

It was an honor to present an academy nomination to Kase Overstreet to The U.S. Military Academy at West Point. https://t.co/BzEBibS7No",R,0,0,,important ever support young men woman going armed force moment like decided run congress honor present academy nomination kase overstreet u military academy west,0.1
1612483604071727104,"Under Biden, 312 individuals who appear on the terrorist watchlist were encountered at the Southern Border.

These are the ones we know about. 

How many sleeper cells have gotten through our porous border??",R,0,0,,biden 312 individual appear terrorist watchlist encountered southern border one know many sleeper cell gotten porous,0.16666666666666666
1612483604071727104,"Hamas, Houthis, and Hezbollah are feeding off Biden’s weakness.

We cannot allow them to continue to wreak havoc on American troops and our allies. This is a powder keg. 

My fear is this is going to blow up. https://t.co/yFj2GK4DlI",R,0,0,,hamas houthis hezbollah feeding bidens weakness can not allow continue wreak havoc american troop ally powder keg fear going,0.0
1612483604071727104,"- War in Ukraine;
- Conflict in the Middle East;
- Iranian proxies launching attacks on shipping lanes; &amp;
- China increasing aggressions towards Taiwan.

All of these things are not happening because Biden performed ""ably"" on the world stage. https://t.co/S0bAn6No9v",R,0,0,,- war ukraine - conflict middle east - iranian proxy launching attack shipping lane - china increasing aggression towards taiwan thing happening biden performed `` ably '' world,0.25
1612483604071727104,RT @Riley_Gaines_: Your message would be even clearer if you could define what a woman is lol,R,1,0,,gaines message would even clearer could define woman,0.0
1612483604071727104,"Hunter has been in and around OVER 20 White House staffers during his father's tenure as both VP and President.

Don't tell me it is because they were just drinking buddies.
https://t.co/XQwkad8lh9",R,0,0,,hunter around 20 white house staffer father tenure vp president dont tell drinking,0.0
1612483604071727104,Does no one remember @RepStefanik and the Committee on Education and the Workforce? https://t.co/Greh0fmllS,R,0,0,,one remember committee education,0.0
1612483604071727104,"One of the aspects I love most about serving as your congressman is the privilege of nominating our brightest and smartest young people for education and training at our military academies.

A single call can change a person's life.

Watch this special moment.
👇👇👇 https://t.co/Ybw0V4GmuC",R,0,0,,one aspect love serving congressman privilege nominating brightest smartest young people education training military academy single call change person life watch special moment,0.15714285714285717
1612483604071727104,"Let me be clear -- there is no such thing as 'student debt cancellation'.

Joe Biden's decision to cancel debt is nothing more than a debt transference.

Biden is asking working class Americans to pay off the debt of individuals who chose to get a $100k gender studies degree.",R,0,0,,let clear -- thing student debt cancellation joe bidens decision cancel debt nothing debt transference biden asking working class american pay debt individual chose get 100k gender study,0.03333333333333334
1612483604071727104,"E32: with @RepLuttrell!

(2:30) - Decision to Join the Military &amp; Combat Experience
(7:02) - Generals' Understanding
(8:32) - Rebuilding Patriotism and Encouraging Enlistment
(11:30) - PTS vs. PTSD
(14:03) - Psychedelic Therapy Explained
(18:07) - Border Crisis
++ much more! https://t.co/GMVLirLbbm",R,0,0,,e32 230 - decision join military combat experience 702 - general understanding 832 - rebuilding patriotism encouraging enlistment 1130 - pt v ptsd 1403 - psychedelic therapy explained 1807 - border crisis,-0.024999999999999994
1612483604071727104,"During Biden’s first 100 days in office, he took 94 executive actions on immigration -- undoing the work of the previous Administration.

So, don't tell me that the Administration hasn't actively undermined our immigration system.

Numbers don't lie.",R,0,0,,bidens first 100 day office took 94 executive action immigration -- undoing work previous administration dont tell administration hasnt actively undermined immigration system number dont,0.012499999999999997
1612483604071727104,"This is the REAL threat to our democracy. 

Colorado's attempt to keep the front runner off of the ballot sets a dangerous precedent for future elections.

That's exactly why I joined over 170 of my colleagues in this amicus brief.
https://t.co/bXvawz9JrE",R,0,0,,real threat democracy colorado attempt keep front runner ballot set dangerous precedent future election thats exactly joined 170 colleague amicus,-0.03749999999999999
1612483604071727104,"If the educational institutions forgave the debt then it would be loan forgiveness.

Why doesn’t he make my neighbor pay off my car loan?

You sign — you pay.

No one held a gun to anyone’s head to take on this debt.

Why don’t we address the real problem… the ridiculously over… https://t.co/kTiqvcdlsC",R,0,0,,educational institution forgave debt would loan forgiveness doesnt make neighbor pay car loan sign — pay one held gun anyones head take debt dont address real problem… ridiculously,0.038888888888888896
1612483604071727104,"Joe Biden’s student loan cancellation plan is a shell game.

Transferring debt to the rest of America… making plumbers pay off the debt for doctors.

This is crazy.
This is illegal.
This is socialism.",R,0,0,,joe bidens student loan cancellation plan shell game transferring debt rest america… making plumber pay debt doctor crazy illegal,-0.5
1612483604071727104,"We must be a warrior for the defenseless, a voice for the voiceless, and help bring sense to a senseless world.

That means being unapologetically pro life.

Every life is precious to God and worth protecting. https://t.co/76AhzT5dw5",R,0,0,,must warrior defenseless voice voiceless help bring sense senseless world mean unapologetically pro life every life precious god worth,0.02187499999999999
2964287128,"RT @IWV: ⚠️ The Biden administrations new @USDOL rule rips choice away from #freelancers &amp; #independentcontrators ⚠️

Thank you @RepStefani…",R,1,0,"['freelancers', 'independentcontrators']",⚠️ biden administration new rule rip choice away ⚠️ thank,0.13636363636363635
2964287128,"This week is National School Choice Week! 📚

I am proud to express my unwavering support for empowering America’s families to have a voice and enabling them to choose the K-12 learning environment that best fits their children’s needs. https://t.co/YowFJi6soA",R,0,0,,week national school choice week 📚 proud express unwavering support empowering america family voice enabling choose k-12 learning environment best fit childrens,0.7333333333333334
2964287128,RT @RepStefanik: I reintroduced the Modern Worker Empowerment Act with @RepRickAllen to STOP Biden from enacting this disastrous and anti-w…,R,1,0,,reintroduced modern worker empowerment act stop biden enacting disastrous,-0.24999999999999997
2964287128,"I am proud to have earned an A+ on @sbaprolife’s scorecard.

Now and always, I will fight for the sacred right to life and to give a voice to the most vulnerable among us. https://t.co/SphfiACKdO",R,0,0,,proud earned scorecard always fight sacred right life give voice vulnerable among,0.1952380952380953
2964287128,"Congratulations to my friend and fellow Georgian, @RepBuddyCarter, on this appointment to serve as the Chairman of @HouseCommerce's Environment Subcommittee.

I look forward to continuing the work of this important subcommittee under your leadership! https://t.co/ioCsgxd1ug",R,0,0,,congratulation friend fellow georgian appointment serve chairman environment subcommittee look forward continuing work important subcommittee,0.4
2964287128,"The Biden DOL's harmful independent contractor rule reiterates the urgent need for Congress to pass my Employee Rights Act.

Read more ⤵️ https://t.co/1lU9mPYhDk",R,0,0,,biden dol harmful independent contractor rule reiterates urgent need congress pas employee right act read,0.14285714285714285
2964287128,"RT @Inst4AW: GOP Reps: Biden's new rule rips freedom away from workers, small businesses | Opinion @RepStefanik @RepRickAllen

 https://t.c…",R,1,0,,gop rep bidens new rule rip freedom away worker small business,-0.05681818181818182
2964287128,".@USDOL's finalized independent contractor rule deprives individuals of entrepreneurial opportunities, the ability to set their own hours, and the flexibility to care for their families the way it suits them.

Read my latest op-ed with @RepStefanik on how this rule will devastate… https://t.co/F2W5aqf2vB",R,0,0,,finalized independent contractor rule deprives individual entrepreneurial opportunity ability set hour flexibility care family way suit read latest op-ed rule,0.16666666666666666
2964287128,"RT @SpeakerJohnson: Today we reflect on the importance of our fundamental, constitutionally guaranteed, and God-given right to religious fr…",R,1,0,,today reflect importance fundamental constitutionally guaranteed god-given right religious,0.14285714285714285
2964287128,"A courageous leader and Georgian to remember. 

Today, we celebrate the life and extraordinary legacy of Dr. Martin Luther King Jr.  #MLKDay https://t.co/VtmgnhM3d8",R,0,0,['MLKDay'],courageous leader georgian remember today celebrate life extraordinary legacy dr martin luther king,0.3333333333333333
2964287128,"RT @HouseGOP: Border security is national security.

RT if you agree!",R,1,0,,border security national security,0.0
2964287128,RT @AugustaPress: Plans for the future of the New Savannah Bluff Lock and Dam have been mired in opposing legislation and legal maneuvering…,R,1,0,,plan future new savannah bluff lock dam mired opposing legislation legal,0.11212121212121212
2964287128,"PASSED: H. J. Res. 98, which would nullify the Biden Administration’s expanded joint-employer standard, impacting franchises and small businesses across the nation.

Watch my remarks on the House floor 📺 https://t.co/9bzZ0fKfqw",R,0,0,,passed h j re 98 would nullify biden administration expanded joint-employer standard impacting franchise small business across nation watch remark house floor,-0.125
2964287128,"On National Milk Day, join me in taking a moment to recognize our hardworking dairy farmers who ensure Americans have access to nutritious dairy products.

Last year, I was proud to support the passage of the Whole Milk for Healthy Kids Act, which would allow schools to serve… https://t.co/HtO8njpTyJ https://t.co/vWoyFwQ1Ec",R,0,0,,national milk day join taking moment recognize hardworking dairy farmer ensure american access nutritious dairy product last year proud support passage whole milk healthy kid act would allow school,0.3
2964287128,"RT @EdWorkforceCmte: .@EdWorkforceCmte explored innovative solutions of employer-sponsored, high-quality &amp; low-cost health care models, &amp; e…",R,1,0,,explored innovative solution employer-sponsored high-quality low-cost health care model,0.5
2964287128,"""Inflation climbs faster than expected in December as high prices persist""

It's called Bidenomics.

https://t.co/Vo9neAoLSa https://t.co/IxdPB57fu3",R,0,0,,`` inflation climb faster expected december high price persist '' called,0.03
2964287128,"RT @RepJoeWilson: Grateful to join a discussion in Aiken hosted by SRS Community Reuse Organization with Jill Hruby, DOE Under Secretary fo…",R,1,0,,grateful join discussion aiken hosted sr community reuse organization jill hruby doe secretary,0.0
2964287128,"Today, we honor the unwavering commitment of our law enforcement officers in #GA12 and nationwide who selflessly protect and serve. 

Thank you for your courage, integrity, and resilience in keeping our communities safe. 

#LawEnforcementAppreciationDay  
#BackTheBlue https://t.co/jdTkoJcgxU",R,0,0,"['GA12', 'LawEnforcementAppreciationDay', 'BackTheBlue']",today honor unwavering commitment law enforcement officer nationwide selflessly protect serve thank courage integrity resilience keeping community,0.0
2964287128,"🚨🚨🚨 Today, President Biden's @USDOL finalized an overly restrictive independent contractor rule that will devastate MILLIONS of workers and businesses, eliminate employment opportunities, and topple the gig economy.

My full statement:
https://t.co/0iIHjKvTeO https://t.co/MFpLes8RFW",R,0,0,,🚨🚨🚨 today president bidens finalized overly restrictive independent contractor rule devastate million worker business eliminate employment opportunity topple gig economy full,0.175
2964287128,"Completely out of touch from @SecGranholm.

Consumers—not the federal government—should determine the cars and engine technology they want available. Period. https://t.co/AUpRhHyCC5",R,0,0,,completely touch consumers—not federal government—should determine car engine technology want available,0.25
2964287128,RT @SpeakerJohnson: The border crisis is a direct result of President Biden’s failed policies. House Republicans are getting a first-hand l…,R,1,0,,border crisis direct result president bidens failed policy house republican getting first-hand,-0.2
2964287128,"RT @JudiciaryGOP: 🚨 #BREAKING: Border Patrol estimates that the cartels are earning $32 million a week from illegal aliens in the Del Rio,…",R,1,0,['BREAKING'],🚨 border patrol estimate cartel earning 32 million week illegal alien del,-0.375
2964287128,"Under @POTUS, our southern border is a disaster.

This week, I am in Eagle Pass, Texas with @SpeakerJohnson &amp; @HouseGOP to hear from @CBP, local stakeholders, &amp; public safety officials about the ongoing humanitarian &amp; national security crisis unfolding along our southern border. https://t.co/WGbi9Y7itM",R,0,0,,southern border disaster week eagle pas texas hear local stakeholder public safety official ongoing humanitarian national security crisis unfolding along southern,0.0
1078355119920562176,"Our nation is at its best when Congress works together to ensure hard-working Americans have the resources they need. I'm proud we are moving forward with a bipartisan tax deal to expand the Child Tax Credit and provide relief to working families.
https://t.co/4EY5pqsIAh",D,0,1,,nation best congress work together ensure hard-working american resource need im proud moving forward bipartisan tax deal expand child tax credit provide relief working,0.6
1078355119920562176,"As a dog lover, I know how important it is that we protect animals. I am so proud to receive a perfect score on the @HSLegFund’s 2023 Humane Scorecard. Treating animals with dignity is a bipartisan issue. https://t.co/0TnrwMktti",D,0,1,,dog lover know important protect animal proud receive perfect score 2023 humane scorecard treating animal dignity bipartisan,0.7333333333333334
1078355119920562176,"Our immigration system is broken and we need action. I joined @NewDemCoalition in urging House Leaders to support bipartisan negotiations to secure our border, stem the flow of fentanyl, grow our economy and reform our immigration system in a comprehensive way that helps Texans. https://t.co/4mqaG0N7ES",D,0,1,,immigration system broken need action joined urging house leader support bipartisan negotiation secure border stem flow fentanyl grow economy reform immigration system comprehensive way help,0.033333333333333326
1078355119920562176,"The decision to overturn #RoeVWade forced Texas women to travel out of state for abortion services.

I know that Texans believe in freedom, but this is not what freedom looks like. I'll keep working to codify Roe and protect women's access to abortion care. https://t.co/elG0oLb6Uf",D,0,1,['RoeVWade'],decision overturn forced texas woman travel state abortion service know texan believe freedom freedom look like ill keep working codify roe protect woman access abortion,-0.4
1078355119920562176,"Last week, I was honored to discuss the critical need to protect abortion access with Dr. Dennard, an OBGYN who left Texas for an abortion after learning her fetus had a fatal condition. I will keep fighting for federal legislation to protect the right to an abortion. #RoeVWade https://t.co/gU4O8MjtTj",D,0,1,['RoeVWade'],last week honored discus critical need protect abortion access dr dennard obgyn left texas abortion learning fetus fatal condition keep fighting federal legislation protect right,0.07142857142857142
1078355119920562176,"51 years after #RoevWade, Texas women have fewer rights than they did when this landmark case was decided. This is because of Texas’s radical abortion ban &amp; the Supreme Court’s decision to overturn Roe.

I will keep fighting to ensure women can access the abortion care they need.",D,0,1,['RoevWade'],51 year texas woman fewer right landmark case decided texas radical abortion ban supreme court decision overturn roe keep fighting ensure woman access abortion care,0.2857142857142857
1078355119920562176,"ATTN North Texans: @dartmedia has extended January hours to renew discounted GoPasses for DART riders who participate in federal programs such as CHIP, SNAP, WIC and more. Find out if you are eligible to receive DART services at half the fare here: https://t.co/UjfS0nBpTs https://t.co/uwXgrlxCMt",D,1,1,,attn north texan extended january hour renew discounted gopasses dart rider participate federal program chip snap wic find eligible receive dart service half,-0.16666666666666666
1078355119920562176,"#CitizensUnited opened the floodgates of unlimited and dark money in our elections, drowning out voices of ordinary folks. I'll never stop fighting for the strong campaign finance reform we need to ensure our government works for Texans, not special interests.",D,0,1,['CitizensUnited'],opened floodgate unlimited dark money election drowning voice ordinary folk ill never stop fighting strong campaign finance reform need ensure government work texan special,-0.021904761904761916
1078355119920562176,Freezing temperatures are expected today and tomorrow in our region. North Texans should follow the tips below to keep yourself and your family safe. https://t.co/IHPpaluZ6p https://t.co/DCNcINdOYq,D,0,1,,freezing temperature expected today tomorrow region north texan follow tip keep family,-0.1
1078355119920562176,"Happy 50th anniversary to @dfwairport, one of the strongest job engines in our region! 

I was proud to help pass the Bipartisan Infrastructure law, which has delivered millions to upgrade DFW Airport’s infrastructure &amp; improve traveler experiences.🛫 https://t.co/r4FAAPZZ98",D,0,1,,happy 50th anniversary one strongest job engine region proud help pas bipartisan infrastructure law delivered million upgrade dfw airport infrastructure improve traveler,0.8
